fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
6.023699920452933,0.28309218044350726,0.38966362957003003,1.3116114904075067,0.04394265469020914,48.87335657685309,164.92976380466567,0.9993113634400711,3.3067068852390893,0.3225102996065596,11.416928638149058,8,white
6.5612920459929684,0.2627371766552827,0.3515832152115923,5.118632143375545,0.06689143476661688,29.90143592689694,78.80608633137805,0.9949343768866018,3.1825548832201087,0.5300971086822727,11.308022089468427,10,white
7.237958674342869,0.3134565917678749,0.2562339519341022,3.7913184319211797,0.05512359953209166,47.989984198999565,121.14913326204862,0.9945031684612272,3.204036210091059,0.5465996203378141,8.785869500262365,7,white
9.005973189239251,0.3065018563732436,0.45982492270907066,0.8367036330496213,0.009188933400337142,40.461422341289264,174.2067338222414,0.9940973467940318,3.382836517020245,0.5404307429176507,9.872055199761057,8,white
7.0970956103064005,0.3139040102645858,0.540819088097672,11.567287963181949,0.0403020489986412,39.31143730011228,150.46332249089818,0.9963479171822374,3.2370298731139027,0.5474291678063656,11.140226359816356,7,white
6.34574204997592,0.3647493597563124,0.21619694277478857,11.321343191859537,0.01635330985958038,63.31461780624926,106.93789168087228,0.9956805581783428,2.981451230123251,0.4002402027015728,10.765693606969238,7,white
5.996143554597595,0.14955336400903166,0.35429993039573415,5.7536491762851565,0.05196454302433168,27.81579766077111,137.43923596200648,0.995441712518066,3.109768499732682,0.4993580038698581,11.17557868372433,9,white
7.5787969919383285,0.29873531728170877,0.336224071487501,4.973963603806242,0.05942471875861141,9.377714060701784,114.01427358300938,0.9991497850075772,3.249863693716644,0.6590912469435665,8.0,5,white
7.639368374381506,0.2430026528026349,0.08761808418542727,0.6460796387134851,0.039857344780212446,38.659590251258386,59.71583190702222,0.9984165248734881,3.219316219792807,0.5354039589894267,10.769771614258,6,white
6.262757864200249,0.33864451934291534,0.35613552207495214,4.906395421486414,0.030672769239931348,39.921638501851774,144.03837706854395,0.9932490442566742,3.256126276514456,0.36789744498526056,10.758618625786536,8,white
7.650034386402854,0.40321840761386296,0.4203602414733577,19.059557962355115,0.058196058856125145,40.086389533551035,104.92488502521965,0.9875611219136481,2.984410023358471,0.5466315551623593,10.298881974692526,8,white
7.209716432203559,0.08772424293842898,0.5863800728454235,1.4634046669141387,0.035850207967736844,38.88508639254311,118.16430311904526,0.9912820485290943,3.2517447693548482,0.5083878464691933,10.891761844789345,7,white
8.332228447944196,0.19535270954630196,0.4721196298743463,3.8262915182381954,0.05571016505049608,31.221447822855612,185.10880228730608,0.987,3.244039737346189,0.4988901185921613,11.265333726954433,7,white
7.08091668616763,0.2741734302274229,0.4496138851756156,1.4102833811398188,0.05637108293314434,3.2841894777394174,103.63899937587186,0.9932610464751777,3.246467225840213,0.40880891743652387,8.0,6,white
7.543687985128012,0.3176459396638457,0.21380959155414794,7.201313542387664,0.03564100686999212,39.602929445124694,180.12101244856012,0.992520811239404,3.0327208627217606,0.3554566562864462,11.933698548026104,5,white
5.805250815688508,0.3033488323408495,0.3391265971524781,1.0563114088524064,0.053626700621589855,22.57624137721243,169.47556993173413,0.9930256707753643,3.1058305323074733,0.4254433847556006,11.206653053050147,6,white
6.8365822721208005,0.3506267822351086,0.459841968665482,17.022943606001448,0.03617520223834769,37.29923189974694,54.141012736175654,0.99861449989051,3.073016987081367,0.4339016228891446,10.678620650503278,6,white
6.195558950284157,0.37267500820790955,0.6542989842034816,6.301997440812492,0.04770444460532734,2.0,127.25669793839417,0.9933188719292106,2.8039256076434893,0.5586583370135592,9.530156078135189,5,white
6.73461994281233,0.28691142765820393,0.37758315761560773,1.6608490792232544,0.020376954028170798,49.72598395734289,132.66628032117615,0.9939804023088583,3.2068135082387923,0.40942378595894713,10.580070835376977,9,white
7.076042811144502,0.3166885308465523,0.48933470382719013,6.499883278920133,0.02897269797635851,21.71617198276484,98.3045040841549,0.9983987707748188,3.1893692064616723,0.39627421892415526,9.782015689134106,9,white
7.019108291578531,0.18759920042011283,0.3688763668897878,9.19146079942029,0.02891942085911785,31.92564459766948,94.1683225160773,0.9929217301395984,3.2250422027422614,0.5951202969348978,10.050366681237819,6,white
7.961032305709246,0.2555388781692844,0.439981646634011,7.820314794783906,0.05277321577556055,64.67731356475318,234.40004896048748,0.994770294638465,3.2633283154111963,0.5402244232186812,11.931330440634717,8,white
6.637463534485117,0.36340264546044754,0.43836194724212907,0.6866495888727785,0.009,6.668695840236293,175.10430541122267,0.9958133816197571,3.1907124023890274,0.2790519763555668,9.836488591157408,7,white
6.946824561119364,0.30108104858257695,0.30101333596455204,2.531726397516109,0.06581691675369711,40.79129371440178,160.299644482222,0.9906516782507587,3.0071257675202827,0.4576900836024539,9.806189898212967,7,white
6.568325148219761,0.16948109971044403,0.3087850525646752,3.7105324692084003,0.02383672956350053,31.015392774514964,223.01631138041478,0.9993201968159473,3.111741410658241,0.35724094803252826,11.168324168240039,8,white
6.452798139646042,0.3682108247081589,0.46803666466024113,3.695609468723869,0.03540414289519287,28.123092735590426,64.71029114635733,0.990834678658542,3.2575536571367243,0.41790132231892924,8.18327483243145,6,white
8.111493262707867,0.0844199533901609,0.1885934235184895,4.36277551222059,0.06005557931014535,22.87432544698307,188.4882710120978,0.9908019418058938,3.0147162168586297,0.6881545780765784,8.965811205655955,9,white
6.368827600778265,0.2537687655996799,0.3095850740004433,6.307355492763369,0.042477493947044705,31.89681260614448,173.36079621411636,0.9907375325833003,3.0288332783330323,0.5397917688663145,8.218240903117364,6,white
5.173301123428717,0.34309484602575013,0.17588066815410106,18.72920070305192,0.01341300662275148,38.567244442337994,107.91505942967682,0.9904114874184499,3.145303223224866,0.6031707687295819,10.892282049090264,6,white
5.692857210499716,0.34680979195119593,0.42373722179710377,7.166120325673788,0.04840145392922715,25.499533465845893,27.16018673091571,0.9926061826889087,3.2604088609099544,0.8107409351508488,9.187658768457332,7,white
7.865177191863466,0.4768069820085491,0.35391566119744183,1.8601903883013051,0.06210397159025619,66.74848652149976,100.75823961727329,0.9945954689107153,3.1951127000142217,0.5230439556690795,11.326740997522643,7,white
8.406936140401541,0.42205039229972324,0.5418080689475143,4.224813467139205,0.022167803682636565,51.416644760032746,82.76132837671986,1.0012803484771182,3.0222688505004442,0.46319594577032963,10.053094845828655,8,white
7.330006916546644,0.20391960082417945,0.18605922158370566,9.872595258993591,0.07865594643408895,44.49996521658902,9.0,0.9927535477841978,3.4084625928983807,0.36437874023973243,10.117424233687508,7,white
8.549810342698796,0.3127133633979217,0.2516845512832158,25.261599999804194,0.07243007752445878,26.67478145787947,140.12354924040287,1.0004748789244495,3.1327582841322883,0.5182004751026398,10.07919069905963,9,white
6.9116554228316724,0.33300732026843766,0.13156892073348297,15.645886431561829,0.07458442518198713,27.725772483571184,77.68942739354219,0.9921105769718992,3.3547399749892968,0.6505369094325189,10.549500198330136,7,white
6.280296499148293,0.16218408294207773,0.45056998433560347,6.545635612253504,0.05005006170736922,24.336511191076944,46.857241905719874,0.9958243027237061,3.3175437798608516,0.6038563148589436,8.441270055497023,6,white
6.660899683404495,0.2714566882971647,0.32957446712336774,1.0852249094484412,0.07068738816571515,53.8959942080011,40.52036610297115,0.9977741913937554,3.2857874899869848,0.5385387266125465,10.226227999958907,8,white
7.1120238521792745,0.23704691775312742,0.1510320139179,12.54210512607911,0.07421629924403003,41.24623870899181,129.50003001577528,0.9982863601793539,3.339552933328613,0.6666545897062774,11.231445325654223,7,white
8.391287986494056,0.22792058465926254,0.44964486494171707,10.321210765089441,0.0820432726570402,39.19856706311566,159.35115949994068,0.9949761132146763,3.3723095160227428,0.5574191525017222,12.023687314827987,5,white
8.200023842120402,0.2964650039316113,0.37126855122712116,4.249187617686689,0.046604044862245265,47.3777611011084,116.31873935737542,0.9938415771525914,3.382115773838913,0.511019923819909,12.647405209084157,9,white
6.399405587228121,0.23412966749992248,0.34981859393466774,4.4709837357711,0.0646283977040186,31.697426475832444,148.9340346935077,0.9941818471328602,3.3702353748999774,0.7086812340706404,11.046087347462622,9,white
6.616021523162935,0.29131828199310517,0.37018592496896663,2.270299903522582,0.04429433275140739,18.942625095018645,171.33361980681013,0.9955352786017914,3.1478364534828684,0.5806714851571515,8.850006133541774,8,white
6.772569494241254,0.3392651131092224,0.34178235867041235,17.179410296139732,0.0639811487449978,2.0,219.580093463587,0.9930801391035778,3.149805617286162,0.3958795541790765,9.104850642602507,7,white
6.796899706231498,0.4588953568324353,0.3767762450021803,6.604524728339435,0.07246777068163827,16.554562770450865,136.767667026745,0.9956763495026546,2.983865096787438,0.6855430424916995,12.969127771664118,8,white
6.924086171485368,0.4712407302293076,0.37796321461379695,5.303875811997158,0.10221171259967377,54.91295227236327,191.11017921366474,0.9936425736125185,3.08234431126639,0.7269128115518442,11.606312310325935,10,white
6.180688331839904,0.09579021376649438,0.3294368726807564,4.544900815259371,0.0223432211683391,32.380033190223436,196.0638174231824,1.0006810754462965,3.1820837569713842,0.4845290934062008,9.991300258871362,8,white
6.631223823337187,0.18202767455196983,0.4843324871107565,3.014285640263684,0.045654395356142796,28.50133061226589,121.38981511139062,0.9946996970898717,3.3986754430716695,0.5973178575937605,10.550659467517026,5,white
7.669969113545998,0.09154334401944997,0.27325607048102163,22.431819427152124,0.06681773833058581,18.298839171516555,115.86956927172349,0.9951861261166494,3.2400691370798564,0.7449616485600156,9.411134877037576,6,white
6.047578684757973,0.3251254069601067,0.2823924422166937,0.6205847151890418,0.04987682052988747,10.316957121577229,77.13548012636153,0.9955116266893017,3.030458519184512,0.4433043013075126,11.253833570034313,8,white
6.973125520400629,0.2151352331219167,0.08839336091063152,8.031502375525303,0.05310723952375776,48.54111296114742,173.40491797747438,0.9944655008394371,3.029661455739195,0.5516728705837194,9.109464110172155,6,white
6.2048180292972726,0.3517702482773273,0.04838807113087662,5.995068526998773,0.05505304140439345,41.25573962761001,100.82411994924368,0.9937884418841239,3.2521429408352094,0.5225932585059192,10.472111784173084,7,white
5.319549354101483,0.3147632606223873,0.5497375262978887,2.350353748737454,0.013108114851011106,40.85096827851523,171.3273391656478,0.9957974498990008,3.44322810330752,0.5413941324154576,8.0,7,white
6.555449546092189,0.2649697061729413,0.3245499337187091,1.371461194352628,0.024448412089202395,44.62574546070786,112.22570116092508,0.9945996051091684,3.2324403134805153,0.7072692350849878,10.103111307709288,9,white
9.040609069809788,0.2676102187619104,0.31026757993009363,11.233731324126806,0.04684138915173768,33.84472886642832,152.2785260964124,0.9952160629925403,3.269428758954114,0.351626869352896,11.061620919171512,7,white
6.490894255317957,0.35371577501750584,0.2797671682163993,5.26014084864738,0.018679400698516646,20.690713258829213,134.02918797214215,0.9910551029648295,3.3663209833216055,0.678044833514571,10.209839401174126,9,white
6.892223869088255,0.2435653926177498,0.6095461408559188,2.242654183594488,0.047220577609328025,18.843155489740358,180.1022370374577,0.9968988901170953,2.886057732604808,0.22840244044396268,10.314000725921307,8,white
6.779681764433983,0.29171535650948716,0.15762100747378796,2.296565528006535,0.06879282419665597,30.087924569324542,173.55526666510025,0.9957341417494161,3.226193885547295,0.5097759295332752,11.978377168774424,7,white
7.355633647818092,0.37148979899205575,0.5764835226522668,2.394683731009856,0.04325009840673711,24.60864529485361,96.40474788816329,0.9953824097751326,3.182862640726022,0.4280793144940656,10.874083952454157,7,white
5.6200018708007775,0.27393405758413064,0.3598610522727201,2.1510141713105657,0.03783567653328531,43.59837783030545,157.78090060321085,0.9913482957147423,3.194234982577889,0.27543202286896196,11.863104592083404,8,white
7.429246318307582,0.18408490725172852,0.11601549775727421,3.8001193119245733,0.04322041312468927,57.277364928133395,52.023253749225276,0.987,3.0557777204526384,0.4421001235519862,10.03107027437244,8,white
7.200552347538077,0.17038012632094746,0.3581223745502886,3.101391835372551,0.07732731027392103,19.72671243687192,149.30589810228744,0.9919440003534781,3.3614856325281304,0.6377671269507522,11.565446507033124,8,white
6.730363623657623,0.37386614322225953,0.42742679810094064,5.883398323487026,0.07539347791781381,14.361196570225708,136.53537542877254,0.9915123865405778,3.2265634725874066,0.4437994780735911,11.733148932317153,5,white
7.467838433062281,0.32062798047550356,0.2834394476911136,8.856375943664966,0.05148651328293186,30.42592424949177,137.87130459848038,0.9945695510677854,3.3018635275201924,0.5308105549833626,10.852508694377704,8,white
6.571315628764458,0.18160986074646326,0.2847925093495089,5.6865038828087435,0.03632174016558651,15.07165786509858,157.09213673956583,0.9944529062675286,3.061945134341227,0.2940433191701365,9.105545282647538,8,white
6.211102423209952,0.3886829073363799,0.28368061241596876,1.0806537928114206,0.06218121265054702,55.72709495103141,113.72393087763854,0.9971470891897716,3.0195935510126324,0.3157588090090212,8.842648146297693,7,white
6.203829322671586,0.4727162360018714,0.19729426029047387,12.820621415419597,0.04741697816387481,57.18152227048789,162.54208770524517,0.9895678556127763,3.236085119667802,0.5811672573044464,9.334740892851054,7,white
6.109648379706079,0.20711661749684343,0.3990190183624599,5.604491179579075,0.07479639424250151,49.23716528928516,114.96156829055369,0.994245077696252,3.4174376601638823,0.42030007606456093,9.347803344591417,8,white
7.433278546275343,0.5155671117114642,0.34964997302369316,4.82567360059403,0.022668974800592323,27.18287985035149,129.522203577508,0.9939333518094999,3.3552865210602705,0.4028206360392178,10.73154101738563,8,white
7.996590839526309,0.24064797242174157,0.2750521231269792,4.300600653755146,0.08512218063066757,2.0,193.51212349609455,0.9956317993816796,3.14160497942979,0.36969374560172885,11.099519331741602,9,white
5.9871140383285,0.3118420563645281,0.09114533842933678,2.110924494709083,0.035944467574995115,2.1583727087463913,102.63485147526194,0.9932253486774585,3.489389944358338,0.44555273508034765,11.279914286905663,9,white
6.376405570661139,0.23803542582367174,0.24789076151486794,7.876741854894945,0.009,59.99812728350642,145.67758081107394,0.9936448955658036,3.3164949855241783,0.3201197324908611,10.148798931918668,6,white
6.5446417873415985,0.24840780872073065,0.3308316659962084,16.782231329199416,0.04876403908052773,26.45933451620327,108.45861951878696,0.9967423940902591,3.0861807136818182,0.5661432713083812,11.153350993297826,9,white
8.966260992984031,0.2570163931343776,0.6651073366690589,7.689507221477827,0.07373135472881401,26.311754160990077,158.52649520847405,0.994848483422223,3.01555955016932,0.4997958194093264,10.829275588007123,7,white
7.2821562846745005,0.3074208593624553,0.3929888396611411,7.755532087690454,0.06525195062755403,36.014229408493534,89.10107972123306,0.995503497572495,3.042195107138875,0.40106891302482855,9.736343821777512,7,white
7.453594072536033,0.41787960940063595,0.33810183192223536,7.424735947096732,0.018662230831174353,59.50117205726716,211.62246567784848,0.9919748697752118,3.2830446819998302,0.492560025165389,11.695426642874674,6,white
6.17270944151643,0.2692132281379828,0.4557971326821316,9.984317046351332,0.050755389144528054,23.284440295837484,83.30891803012324,0.9984123185632977,3.221856692516519,0.22,11.412365887851156,5,white
7.543700004075645,0.22785871244282943,0.31359793917795,1.2781609870350787,0.06261379094111055,39.32545739187953,136.81201019168682,0.9930176945324211,3.186392036088471,0.393694854528935,9.98572614091021,8,white
6.231161817707817,0.4589702448617595,0.3229588442695036,14.771811065795223,0.01885410679488757,3.5752908994543233,141.17265254272246,0.9909912517569694,2.941948466541537,0.3112847771663857,12.085772443567073,5,white
6.238497833225815,0.1888011170642368,0.41452840114294787,15.259771883762161,0.055647876718452956,17.25116019000623,150.29426762871591,0.9968477292558455,3.313076415070837,0.6397643763470666,10.13745137329545,8,white
5.087284981298151,0.22568369174604103,0.4395413434887089,0.7198064751983492,0.03919471835723187,22.149105156759678,114.9478067155531,0.9941245710720142,3.280914086194563,0.6480546809014037,10.014208178617944,6,white
7.946755427266173,0.34311493905507096,0.3794466863854901,4.8858673351448525,0.03885895662807628,42.63372992977458,144.2395952587216,0.9907541582267415,3.235607303830521,0.4510923028432785,9.134974913870103,8,white
7.469542472881413,0.2187931373723424,0.23472193723636547,11.859436310043378,0.07624064454690814,43.97032757189881,46.08601986477359,0.9935519882103441,3.2326790748431407,0.7147471490180781,12.200552568735773,7,white
7.162766517159264,0.22767384317233927,0.40271039427959343,4.045687903122112,0.04231301263744093,39.58726262917512,111.3836546839936,0.9989084176970903,2.92317577657716,0.30133387543675627,10.399742131686189,7,white
7.972064664682472,0.2554869196173585,0.15719508443979438,1.6808876237648689,0.030644073471862265,28.7428153110623,99.80154260482357,0.9981094577255383,3.0816065353058777,0.5688728904836896,12.108766012714016,8,white
6.028108534410956,0.36570766633337426,0.15939468771525325,12.846826607920901,0.040019007295041806,22.752244281784836,179.11071361299062,0.99546406265052,3.0908805583686827,0.4473254585444032,11.0556641762434,6,white
7.53018474563006,0.36439463921531334,0.35620513059150555,13.374998466032533,0.04028725958709602,25.540073274422276,99.12650798856211,0.9895412989287893,2.993295311063566,0.3511270550965707,10.568987531272866,7,white
6.4738979016787885,0.2545788954427568,0.42224759137781465,10.968446524188682,0.03358545184968005,55.77526774686077,111.92118163966332,0.9948985582156206,3.083427932157908,0.553533735705472,10.735527225800826,6,white
7.831477825646283,0.3145086310659183,0.2930205957211663,4.102553177233772,0.06087886468048492,7.3160650004668994,77.48859781265989,0.9916425298695553,3.380637698278588,0.6762151404579135,10.270789533598002,8,white
8.223178178080987,0.2574752841537402,0.0,5.933487722941775,0.03373508060116867,22.07478080919367,123.24287379804296,0.9946889027977028,3.0229632106941677,0.4573323467047742,10.107496781163697,7,white
6.477936760613425,0.3725311337083467,0.0,2.1015543371832357,0.05652201010751139,44.077525539921375,90.4481466032816,0.995852611411911,3.27901414619386,0.43771960165785795,9.403476639773512,7,white
6.478718574960218,0.20955556652175442,0.31081496174345946,5.133786941591425,0.03871654389955328,46.673494725227,83.33523103762681,0.9899486195440901,3.4328381298261195,0.6698985178621064,8.182475208805878,9,white
6.913056439418109,0.1186235003162561,0.36980721873314865,3.2789176392901056,0.04932554229224205,41.043387602540044,91.27136467190991,0.9951846921619618,3.391353748468376,0.6716918069888177,12.720784447695161,6,white
7.164988512166609,0.14871014487639833,0.4790664955983429,8.574403185326844,0.0690639763724553,52.57493969308261,115.63634925580546,0.9941020306187515,3.268947388746651,0.6079553825365931,10.31201853754803,8,white
7.203732815187716,0.2477525155283723,0.10225168224897366,5.335971249777676,0.07682989629090582,33.44000354665059,213.48961981515748,0.9942819614380841,3.2889716943846605,0.4241887025157021,9.99925085735223,5,white
6.815123684294671,0.19543452221305252,0.38359475885393357,4.176669704097564,0.035491885927405625,27.815189540841885,120.05889083750465,0.9949709034759402,3.2399054709308914,0.24548080568623717,9.004821297687535,7,white
7.085593632410134,0.15189292142734584,0.14947759922958118,5.616179519462564,0.03409924861097892,35.69857576538728,191.55398920124512,0.9923081917194898,3.180222282979534,0.3942558621863289,10.324572529732789,8,white
9.003661556412947,0.17785391370905046,0.6448448746010345,5.13860494444018,0.009,26.491865744577538,126.68388191260196,0.9972436494463228,3.354590735256174,0.5829797568258129,11.895692124027503,6,white
6.810699113226949,0.16064050309235411,0.32572476148218893,5.7528242955812345,0.033238042861975986,76.92136039112034,197.68397651486768,0.9949219353694839,2.931497456138254,0.47390084588364073,9.168455831773398,6,white
6.51534814537303,0.3553420220023489,0.24014022463668105,4.3588142784478645,0.020831231691950336,61.06057649839023,111.88666669942863,0.9935664372412697,3.1753006819722738,0.4558794952046424,11.507260074140396,9,white
7.156924997528815,0.16868018305288388,0.17158884523248097,9.259440075833824,0.043530260811053,63.96094569036977,164.10570774460982,0.9896737571829041,3.167511169544418,0.28280595672623493,10.482410067313632,9,white
7.0321976247817695,0.3361694939336068,0.3406357010911442,6.420830910489636,0.037858134702995545,61.21863998723438,183.83838281068313,0.987,3.3261585765007586,0.6828889420783831,11.052580405646538,7,white
6.104092064087087,0.1140570248275066,0.22133802639398356,4.340867228368073,0.05742128041091792,42.419178955535436,173.35017825798167,0.9965450277544131,2.9951580803421263,0.3645870200607889,11.521506406158142,4,white
6.728347165317056,0.3229860268742192,0.42133650193874245,3.351183798387439,0.030470544238635777,53.87727197493719,132.91995818799214,0.9878584525461359,3.2039626164083215,0.26585158391179564,9.741099210387668,8,white
7.097156083585363,0.36198827017165824,0.4051145414803376,2.214200083836601,0.05582941650363189,20.270561411822083,179.79120376604098,0.9933130439323529,3.414285419020726,0.5103858677425067,10.838880051330355,6,white
7.378653813374077,0.35576003751542773,0.4088354364351868,4.469530540318626,0.039494993388471254,15.184822857346955,86.20566950534064,0.9961628520098684,3.538820006979008,0.6921773903108226,10.18831466668841,3,white
6.965258222828257,0.36479352410138316,0.257262323396203,3.7611925978383263,0.04773180950760542,24.797540027568797,125.05725276272945,0.9960379302198497,3.3405893699740288,0.5167323881670035,12.945570054340092,7,white
7.105695287063263,0.25292671261305005,0.27324729169731765,5.347135138163656,0.05228012251655523,52.7601109584624,171.97642000928514,0.9947624512741442,3.0626691822696888,0.6062834620015586,12.593536323651131,6,white
6.715435040857208,0.2096484178714888,0.43605327895086887,7.964818105209292,0.04995445637094329,48.69673556470237,137.37815811223794,0.9957023301462927,3.396623963517514,0.517670872903137,11.649952594630868,7,white
6.702519867527278,0.23002654514577617,0.40055490403527505,9.127036786603918,0.03858367906049831,33.23695842631617,121.88516113359076,0.9932489519983695,3.4552775885403766,0.5828226008061717,10.708254303973607,8,white
6.855514084175196,0.28600334067264993,0.5415141687796619,0.7840903431640136,0.06162061920858704,51.14488932889662,179.1770337138421,0.9935388467447765,3.1412713027006713,0.5369741482110626,10.262067514717101,8,white
6.040426230073034,0.2551725217520573,0.17959791418465898,9.11860765740027,0.046052919885832176,55.53174569679244,151.81118818439748,0.9964432282984876,3.182816292449343,0.4171956272908374,10.481722532606126,5,white
5.145967245518708,0.34956117968061806,0.24362768313931776,32.11946255850574,0.04195956653375896,47.60323630890981,156.30702777514094,0.9878273754009157,3.158225234885933,0.3408235809163498,12.16898597019331,8,white
5.8389313789895265,0.2900972734938718,0.205489578766112,17.10157470470961,0.03217362006068584,41.44378005462504,154.63389980461713,0.9993454659943976,3.265579522754256,0.39972664328394075,10.718138166900857,10,white
5.900364169286946,0.3705234563221838,0.08063643347336197,1.8622441042641977,0.07398675062497254,47.07724493941895,132.32031448819598,0.9907651016057254,3.1307503406648616,0.38011987560546223,11.434782340119284,7,white
7.978444536176109,0.2613361446929624,0.29122520819024283,9.51276809410544,0.009,25.77021672560376,120.52608158023882,0.9958395048491567,3.1296227405389954,0.5675626319645123,10.526550617428459,8,white
6.546258144149368,0.2440241580136371,0.11722068759439802,1.560997545681631,0.10443355579615998,25.799208633023493,148.2964070853075,0.9945716121846407,2.7576089756966216,0.33327935833818967,10.299330826267672,6,white
6.908591380339095,0.42656492658468637,0.2109737605267961,0.6803602399670394,0.0762250785650773,8.344328552679567,152.49866595624886,0.9930450357934659,3.2109290406290154,0.42443802159846866,11.199632284214054,7,white
7.28638952140992,0.3912714013498438,0.3472792111158552,5.8949821670487825,0.034180433645713326,17.046540720301792,154.64653958309825,0.9924338924778178,3.325808193267776,0.31981541774967226,9.86344531539016,7,white
8.096370591636378,0.29008919426260005,0.5987210288876328,17.49421704402691,0.04791662033444595,35.81861021054789,115.37208884750177,0.9934116866514641,3.2714376416874753,0.4415398773909635,10.04739304029432,7,white
8.467207167279781,0.2662945237968394,0.3952819179635814,9.691220233637903,0.07565801668079405,32.281804221065464,75.52954691288791,0.9960477208402452,3.087757114913406,0.3937174755411791,10.648825361637055,7,white
7.432490189708966,0.34980045264889464,0.2226143840657026,1.7500474477397074,0.03675015628070279,56.83528780408034,90.83187623890521,0.9961636701313927,2.90177246627709,0.5431375832276566,11.603691793701607,6,white
6.559697762175672,0.22655835458273677,0.463811199520469,1.6332015744308928,0.061001859090703325,52.545646655107,128.25791146895185,0.9896800654301742,2.9937071490445564,0.6194416650000183,11.104473692089364,5,white
5.424201736145412,0.25498327284659744,0.5361119156697246,2.9999489590822623,0.08862633800856728,19.071062867380647,125.0292925318411,0.997104977681973,3.105496859692287,0.6039011250037717,8.693152922572855,10,white
7.564445025603219,0.2922279471972015,0.06770312582423788,1.5137693050958392,0.06923968428056423,48.35767611006632,145.24700084468034,0.9960031489371708,3.110388228920736,0.42620500686045615,10.729961425511942,8,white
7.017557799791317,0.13095516090250792,0.3522557543216103,2.4224541869552727,0.010771367349634887,2.0,29.283511912493466,0.9936652022816086,3.3789867100309707,0.3082028214914428,8.900296553730943,9,white
5.914787002658617,0.42491956398441855,0.21463038697439882,2.0982252945738127,0.047342363535023774,30.99903692338029,126.58707351854292,0.9957478689191801,3.0788772130304345,0.28221584453631277,9.316691695135841,9,white
6.338855132445284,0.2434012437005736,0.3735721876130026,16.217726844025435,0.05218074929219646,8.731281027637849,122.81907966604052,0.9941064165144161,3.0461883361537154,0.31173164626466976,11.579553053769065,4,white
4.887221837440381,0.2104799064878096,0.19212592285481103,6.2789406687251565,0.03496219304702948,42.552486243641184,145.63039554378162,0.9923453540298993,3.349635802968336,0.43155926309938897,12.032455636923421,6,white
6.238631783455697,0.20652504498613286,0.28804804053062183,11.005224546273196,0.03686080108803384,40.69723934598909,141.84704321534167,0.9946632893852195,3.3483943474182514,0.5882514908421816,11.45126404542895,7,white
8.017780385242046,0.3145569066349364,0.1802332968158331,10.637685082089442,0.060557304143012816,36.9671755177538,155.6628179070658,0.9915701650346486,3.250548449226351,0.4438262595704484,11.309991404258755,7,white
7.90599221795904,0.3094689525939582,0.2710821667849923,1.2041047412796233,0.03216906511278072,56.3936765776193,135.2490067609492,0.9980085167468811,3.011546959694016,0.5738989714074163,9.526517045227111,7,white
7.09769745054702,0.29307827494860594,0.3250274650351402,1.2561960849588614,0.04232352883621302,13.031247487071653,86.10622602819876,0.9971953947081363,3.3700445338652196,0.44381843029045864,8.103509745702736,8,white
6.527363197176027,0.3412866917991766,0.10766779360512377,2.5980712482615043,0.026184730534774756,60.81832659506412,138.99149595786747,0.9928532973830284,3.4139967160401605,0.6287471422375372,8.148599063766682,5,white
7.003669319029763,0.41950817959945225,0.29306201555381983,4.091879462795418,0.009,32.19953370978471,116.43803479224596,0.9991037437697416,2.9693601651463672,0.5563089081578843,9.970498937571532,5,white
7.157729137477592,0.20870028479541772,0.3173081767658372,7.265231800111588,0.03683876309404034,61.91175035788293,114.96198507717523,0.9970534971138149,3.2060291404470336,0.4560731992180198,11.542218416594388,9,white
5.807875297376435,0.1723096635318836,0.3327400502117668,5.791826955945498,0.06309845091095588,32.564979900336645,150.26554935851598,0.9940198126371015,3.286157244388883,0.43414914157045714,10.936944785114953,7,white
6.406350841124523,0.1629590741719834,0.48900272962728353,6.959709654802539,0.09403422355335957,49.20036944295167,106.00389433285233,0.995146180354837,3.0724992782673466,0.536456430584752,11.899898240170849,7,white
8.359068397533315,0.1428183479285635,0.28128419409106875,0.8865796819377252,0.04556475506098056,33.98846289519436,154.13727477883478,0.9948171406753966,3.1311824409373554,0.5803579764744671,11.026167335206411,6,white
5.983128783921774,0.30540974101465185,0.1531766489615208,3.138264347597293,0.06462313685238064,50.74798428557552,182.2867131928394,0.9962711029215519,3.231466230984763,0.7002433351549591,12.473193083863919,8,white
6.025148472918516,0.31297734340289196,0.16882664076030993,1.538270152984306,0.04765957998627743,24.304891558511343,125.97090080176653,0.9920600761702794,2.9746332620342355,0.4386610312365461,11.81173202510643,9,white
7.035027024746443,0.322094086343335,0.24141400860465906,1.17548844900921,0.04478138569629257,30.705264570105772,138.0628028259431,0.9991811316301302,2.8945243782478114,0.3588271741090175,9.906054795227007,6,white
6.932229671344324,0.3196339374085599,0.14796348548686822,6.164492881526411,0.009,26.340337001404937,142.52760701332343,0.9975427085693218,3.0401906533674907,0.36706742036262463,8.832328593308883,7,white
7.0918438525569965,0.38625578364242785,0.4465057028773227,7.670216371085917,0.036885078757004655,47.19735372994909,195.19407880584163,0.9935800729488604,3.0840619399898213,0.49797161795985434,13.400355145668776,9,white
